y_idx,n_pre_struct,n_pre_weighted,max_weight,col_entropy,col_sum
1254,60,60,2.500000e-01,1.680777,9.523810e-01
1255,60,60,5.000000e-01,1.680777,1.904762e+00
1256,60,60,2.500000e-01,1.404093,8.095238e-01
1257,60,60,1.250000e-01,1.680777,4.761905e-01
1258,60,60,6.250000e-02,1.680777,2.380952e-01
1259,60,60,5.000000e-01,1.404093,1.619048e+00
1260,60,60,2.500000e-01,1.680777,9.523810e-01
1261,60,60,5.000000e-01,1.680777,1.904762e+00
1262,60,60,2.500000e-01,1.404093,8.095238e-01
1263,60,60,1.250000e-01,1.680777,4.761905e-01
1264,60,60,6.250000e-02,1.680777,2.380952e-01
1265,60,60,5.000000e-01,1.404093,1.619048e+00
1266,60,60,2.500000e-01,1.680777,9.523810e-01
1267,60,60,5.000000e-01,1.680777,1.904762e+00
1268,60,60,2.500000e-01,1.404093,8.095238e-01
1269,60,60,1.250000e-01,1.680777,4.761905e-01
1270,60,60,6.250000e-02,1.680777,2.380952e-01
1271,60,60,5.000000e-01,1.404093,1.619048e+00
1272,60,60,2.500000e-01,1.680777,9.523810e-01
1273,60,60,5.000000e-01,1.680777,1.904762e+00
1274,60,60,2.500000e-01,1.404093,8.095238e-01
1275,60,60,1.250000e-01,1.680777,4.761905e-01
1276,60,60,6.250000e-02,1.680777,2.380952e-01
1277,60,60,5.000000e-01,1.404093,1.619048e+00
1278,60,60,2.500000e-01,1.680777,9.523810e-01
1279,60,60,5.000000e-01,1.680777,1.904762e+00
1280,60,60,2.500000e-01,1.404093,8.095238e-01
1281,60,60,1.250000e-01,1.680777,4.761905e-01
1282,60,60,6.250000e-02,1.680777,2.380952e-01
1283,60,60,5.000000e-01,1.404093,1.619048e+00
1284,60,60,2.500000e-01,1.680777,9.523810e-01
1285,60,60,5.000000e-01,1.680777,1.904762e+00
1286,60,60,2.500000e-01,1.404093,8.095238e-01
1287,60,60,1.250000e-01,1.680777,4.761905e-01
1288,60,60,6.250000e-02,1.680777,2.380952e-01
1289,60,60,5.000000e-01,1.404093,1.619048e+00
1290,60,60,2.500000e-01,1.680777,9.523810e-01
1291,60,60,5.000000e-01,1.680777,1.904762e+00
1292,60,60,2.500000e-01,1.404093,8.095238e-01
1293,60,60,1.250000e-01,1.680777,4.761905e-01
1294,60,60,6.250000e-02,1.680777,2.380952e-01
1295,60,60,5.000000e-01,1.404093,1.619048e+00
1296,60,60,2.500000e-01,1.680777,9.523810e-01
1297,60,60,5.000000e-01,1.680777,1.904762e+00
1298,60,60,2.500000e-01,1.404093,8.095238e-01
1299,60,60,1.250000e-01,1.680777,4.761905e-01
1300,60,60,6.250000e-02,1.680777,2.380952e-01
1301,60,60,5.000000e-01,1.404093,1.619048e+00
1302,60,60,2.500000e-01,1.680777,9.523810e-01
1303,60,60,5.000000e-01,1.680777,1.904762e+00
1304,60,60,2.500000e-01,1.404093,8.095238e-01
1305,60,60,1.250000e-01,1.680777,4.761905e-01
1306,60,60,6.250000e-02,1.680777,2.380952e-01
1307,60,60,5.000000e-01,1.404093,1.619048e+00
1308,60,60,2.500000e-01,1.680777,9.523810e-01
1309,60,60,5.000000e-01,1.680777,1.904762e+00
1310,60,60,2.500000e-01,1.404093,8.095238e-01
1311,60,60,1.250000e-01,1.680777,4.761905e-01
1312,60,60,6.250000e-02,1.680777,2.380952e-01
1313,60,60,5.000000e-01,1.404093,1.619048e+00
1314,60,60,2.500000e-01,1.680777,9.523810e-01
1315,60,60,5.000000e-01,1.680777,1.904762e+00
1316,60,60,2.500000e-01,1.404093,8.095238e-01
1317,60,60,1.250000e-01,1.680777,4.761905e-01
1318,60,60,6.250000e-02,1.680777,2.380952e-01
1319,60,60,5.000000e-01,1.404093,1.619048e+00
1320,60,60,2.500000e-01,1.680777,9.523810e-01
1321,60,60,5.000000e-01,1.680777,1.904762e+00
1322,60,60,2.500000e-01,1.404093,8.095238e-01
1323,60,60,1.250000e-01,1.680777,4.761905e-01
1324,60,60,6.250000e-02,1.680777,2.380952e-01
1325,60,60,5.000000e-01,1.404093,1.619048e+00
1326,60,60,2.500000e-01,1.680777,9.523810e-01
1327,60,60,5.000000e-01,1.680777,1.904762e+00
1328,60,60,2.500000e-01,1.404093,8.095238e-01
1329,60,60,1.250000e-01,1.680777,4.761905e-01
1330,60,60,6.250000e-02,1.680777,2.380952e-01
1331,60,60,5.000000e-01,1.404093,1.619048e+00
1332,60,60,2.500000e-01,1.680777,9.523810e-01
1333,60,60,5.000000e-01,1.680777,1.904762e+00
1334,60,60,2.500000e-01,1.404093,8.095238e-01
1335,60,60,1.250000e-01,1.680777,4.761905e-01
1336,60,60,6.250000e-02,1.680777,2.380952e-01
1337,60,60,5.000000e-01,1.404093,1.619048e+00
1338,60,60,2.500000e-01,1.680777,9.523810e-01
1339,60,60,5.000000e-01,1.680777,1.904762e+00
1340,60,60,2.500000e-01,1.404093,8.095238e-01
1341,60,60,1.250000e-01,1.680777,4.761905e-01
1342,60,60,6.250000e-02,1.680777,2.380952e-01
1343,60,60,5.000000e-01,1.404093,1.619048e+00
1344,60,60,2.500000e-01,1.680777,9.523810e-01
1345,60,60,5.000000e-01,1.680777,1.904762e+00
1346,60,60,2.500000e-01,1.404093,8.095238e-01
1347,60,60,1.250000e-01,1.680777,4.761905e-01
1348,60,60,6.250000e-02,1.680777,2.380952e-01
1349,60,60,5.000000e-01,1.404093,1.619048e+00
1350,60,60,2.500000e-01,1.680777,9.523810e-01
1351,60,60,5.000000e-01,1.680777,1.904762e+00
1352,60,60,2.500000e-01,1.404093,8.095238e-01
1353,60,60,1.250000e-01,1.680777,4.761905e-01
1354,60,60,6.250000e-02,1.680777,2.380952e-01
1355,60,60,5.000000e-01,1.404093,1.619048e+00
1356,60,60,2.500000e-01,1.680777,9.523810e-01
1357,60,60,5.000000e-01,1.680777,1.904762e+00
1358,60,60,2.500000e-01,1.404093,8.095238e-01
1359,60,60,1.250000e-01,1.680777,4.761905e-01
1360,60,60,6.250000e-02,1.680777,2.380952e-01
1361,60,60,5.000000e-01,1.404093,1.619048e+00
1362,60,60,2.500000e-01,1.680777,9.523810e-01
1363,60,60,5.000000e-01,1.680777,1.904762e+00
1364,60,60,2.500000e-01,1.404093,8.095238e-01
1365,60,60,1.250000e-01,1.680777,4.761905e-01
1366,60,60,6.250000e-02,1.680777,2.380952e-01
1367,60,60,5.000000e-01,1.404093,1.619048e+00
1368,60,60,2.500000e-01,1.680777,9.523810e-01
1369,60,60,5.000000e-01,1.680777,1.904762e+00
1370,60,60,2.500000e-01,1.404093,8.095238e-01
1371,60,60,1.250000e-01,1.680777,4.761905e-01
1372,60,60,6.250000e-02,1.680777,2.380952e-01
1373,60,60,5.000000e-01,1.404093,1.619048e+00
1374,60,60,2.500000e-01,1.680777,9.523810e-01
1375,60,60,5.000000e-01,1.680777,1.904762e+00
1376,60,60,2.500000e-01,1.404093,8.095238e-01
1377,60,60,1.250000e-01,1.680777,4.761905e-01
1378,60,60,6.250000e-02,1.680777,2.380952e-01
1379,60,60,5.000000e-01,1.404093,1.619048e+00
1380,60,60,2.500000e-01,1.680777,9.523810e-01
1381,60,60,5.000000e-01,1.680777,1.904762e+00
1382,60,60,2.500000e-01,1.404093,8.095238e-01
1383,60,60,1.250000e-01,1.680777,4.761905e-01
1384,60,60,6.250000e-02,1.680777,2.380952e-01
1385,60,60,5.000000e-01,1.404093,1.619048e+00
1386,60,60,2.500000e-01,1.680777,9.523810e-01
1387,60,60,5.000000e-01,1.680777,1.904762e+00
1388,60,60,2.500000e-01,1.404093,8.095238e-01
1389,60,60,1.250000e-01,1.680777,4.761905e-01
1390,60,60,6.250000e-02,1.680777,2.380952e-01
1391,60,60,5.000000e-01,1.404093,1.619048e+00
1392,60,60,2.500000e-01,1.680777,9.523810e-01
1393,60,60,5.000000e-01,1.680777,1.904762e+00
1394,60,60,2.500000e-01,1.404093,8.095238e-01
1395,60,60,1.250000e-01,1.680777,4.761905e-01
1396,60,60,6.250000e-02,1.680777,2.380952e-01
1397,60,60,5.000000e-01,1.404093,1.619048e+00
1398,60,60,2.500000e-01,1.680777,9.523810e-01
1399,60,60,5.000000e-01,1.680777,1.904762e+00
1400,60,60,2.500000e-01,1.404093,8.095238e-01
1401,60,60,1.250000e-01,1.680777,4.761905e-01
1402,60,60,6.250000e-02,1.680777,2.380952e-01
1403,60,60,5.000000e-01,1.404093,1.619048e+00
1404,60,60,2.500000e-01,1.680777,9.523810e-01
1405,60,60,5.000000e-01,1.680777,1.904762e+00
1406,60,60,2.500000e-01,1.404093,8.095238e-01
1407,60,60,1.250000e-01,1.680777,4.761905e-01
1408,60,60,6.250000e-02,1.680777,2.380952e-01
1409,60,60,5.000000e-01,1.404093,1.619048e+00
1410,60,60,2.500000e-01,1.680777,9.523810e-01
1411,60,60,5.000000e-01,1.680777,1.904762e+00
1412,60,60,2.500000e-01,1.404093,8.095238e-01
1413,60,60,1.250000e-01,1.680777,4.761905e-01
1414,60,60,6.250000e-02,1.680777,2.380952e-01
1415,60,60,5.000000e-01,1.404093,1.619048e+00
1416,60,60,2.500000e-01,1.680777,9.523810e-01
1417,60,60,5.000000e-01,1.680777,1.904762e+00
1418,60,60,2.500000e-01,1.404093,8.095238e-01
1419,60,60,1.250000e-01,1.680777,4.761905e-01
1420,60,60,6.250000e-02,1.680777,2.380952e-01
1421,60,60,5.000000e-01,1.404093,1.619048e+00
1422,60,60,2.500000e-01,1.680777,9.523810e-01
1423,60,60,5.000000e-01,1.680777,1.904762e+00
1424,60,60,2.500000e-01,1.404093,8.095238e-01
1425,60,60,1.250000e-01,1.680777,4.761905e-01
1426,60,60,6.250000e-02,1.680777,2.380952e-01
1427,60,60,5.000000e-01,1.404093,1.619048e+00
1428,60,60,2.500000e-01,1.680777,9.523810e-01
1429,60,60,5.000000e-01,1.680777,1.904762e+00
1430,60,60,2.500000e-01,1.404093,8.095238e-01
1431,60,60,1.250000e-01,1.680777,4.761905e-01
1432,60,60,6.250000e-02,1.680777,2.380952e-01
1433,60,60,5.000000e-01,1.404093,1.619048e+00
1434,60,60,2.500000e-01,1.680777,9.523810e-01
1435,60,60,5.000000e-01,1.680777,1.904762e+00
1436,60,60,2.500000e-01,1.404093,8.095238e-01
1437,60,60,1.250000e-01,1.680777,4.761905e-01
1438,60,60,6.250000e-02,1.680777,2.380952e-01
1439,60,60,5.000000e-01,1.404093,1.619048e+00
1440,60,60,2.500000e-01,1.680777,9.523810e-01
1441,60,60,5.000000e-01,1.680777,1.904762e+00
1442,60,60,2.500000e-01,1.404093,8.095238e-01
1443,60,60,1.250000e-01,1.680777,4.761905e-01
1444,60,60,6.250000e-02,1.680777,2.380952e-01
1445,60,60,5.000000e-01,1.404093,1.619048e+00
1446,60,60,2.500000e-01,1.680777,9.523810e-01
1447,60,60,5.000000e-01,1.680777,1.904762e+00
1448,60,60,2.500000e-01,1.404093,8.095238e-01
1449,60,60,1.250000e-01,1.680777,4.761905e-01
1450,60,60,6.250000e-02,1.680777,2.380952e-01
1451,60,60,5.000000e-01,1.404093,1.619048e+00
1452,60,60,2.500000e-01,1.680777,9.523810e-01
1453,60,60,5.000000e-01,1.680777,1.904762e+00
1454,60,60,2.500000e-01,1.404093,8.095238e-01
1455,60,60,1.250000e-01,1.680777,4.761905e-01
1456,60,60,6.250000e-02,1.680777,2.380952e-01
1457,60,60,5.000000e-01,1.404093,1.619048e+00
