y_idx,y,n_preimage_strict,n_preimage_eff,max_K,entropy,total_mass,entropy_over_log_npre
408,613,20,20,1.250000e-01,1.680776,4.761906e-01,0.561057
409,614,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
410,616,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
411,617,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
412,619,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
413,620,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
414,622,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
415,623,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
416,625,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
417,626,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
418,628,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
419,629,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
420,631,20,20,1.250000e-01,1.680776,4.761906e-01,0.561057
421,632,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
422,634,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
423,635,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
424,637,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
425,638,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
426,640,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
427,641,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
428,643,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
429,644,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
430,646,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
431,647,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
432,649,20,20,1.250000e-01,1.680776,4.761906e-01,0.561057
433,650,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
434,652,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
435,653,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
436,655,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
437,656,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
438,658,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
439,659,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
440,661,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
441,662,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
442,664,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
443,665,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
444,667,20,20,1.250000e-01,1.680776,4.761906e-01,0.561057
445,668,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
446,670,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
447,671,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
448,673,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
449,674,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
450,676,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
451,677,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
452,679,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
453,680,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
454,682,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
455,683,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
456,685,20,20,1.250000e-01,1.680776,4.761906e-01,0.561057
457,686,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
458,688,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
459,689,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
460,691,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
461,692,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
462,694,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
463,695,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
464,697,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
465,698,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
466,700,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
467,701,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
468,703,20,20,1.250000e-01,1.680776,4.761906e-01,0.561057
469,704,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
470,706,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
471,707,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
472,709,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
473,710,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
474,712,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
475,713,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
476,715,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
477,716,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
478,718,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
479,719,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
480,721,20,20,1.250000e-01,1.680776,4.761906e-01,0.561057
481,722,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
482,724,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
483,725,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
484,727,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
485,728,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
